"Conversions","TVSpend","Facebook","Affiliate","Xmas.flag","Weekday","SEM.nonbrand","SEM.brand","Date"
84.4157463879324,225809.613756345,820.481198357977,710.506458206917,0,6,603721.602213497,18280.8244943498,"9/5/2015"
183.839503986342,325518.204699171,1257.54097055853,1138.79136571521,0,0,793813.070408031,29120.5433787758,"9/6/2015"
163.435494274367,153666.299892412,1369.9451304453,953.344423005357,0,1,843130.857308763,29190.5176887341,"9/7/2015"
139.936760964617,136503.594509675,1117.10227861058,971.014062032103,0,2,769379.671893982,20107.9963227273,"9/8/2015"
144.701664295793,129049.980846161,962.800937590306,876.803118442744,0,3,759926.636407807,16582.9337182537,"9/9/2015"
111.617540966975,96775.2421643324,1034.73525929153,770.169107932248,0,4,687817.76095535,15371.1638000609,"9/10/2015"
86.9681760816835,55719.1077286713,933.353634315636,659.585573652294,0,5,617817.986600242,12613.6060699073,"9/11/2015"
76.6497324267402,101248.804522649,806.764630638901,610.073512997758,0,6,590899.777332691,9416.14102462493,"9/12/2015"
151.835609362274,233421.331099243,1387.38577140123,849.101551636588,0,0,816810.780290813,16624.4318919366,"9/13/2015"
179.839585482376,227150.525133134,1406.01755098547,916.879905045032,0,1,968499.62597897,18124.966181782,"9/14/2015"
144.906925560324,115182.582526705,1470.57284440012,1055.38163497522,0,2,932817.63849731,18360.9677256527,"9/15/2015"
130.581017431733,208835.565504539,1352.55946112461,1000.74898807728,0,3,675299.026919786,17815.6287570018,"9/16/2015"
114.205978199723,80722.5147918908,1222.26390375465,1029.92253276184,0,4,667507.863319092,17405.5484524109,"9/17/2015"
65.4840856561437,60154.6636892366,935.870829660865,845.139700931031,0,5,488129.139364004,12826.1702912769,"9/18/2015"
67.0237739866134,79282.0924704576,809.00012626634,901.557116149762,0,6,387733.620553192,9845.36836816389,"9/19/2015"
134.761808009818,236467.102724879,1015.36158692166,2052.96715852541,0,0,553120.469948898,15955.8260955153,"9/20/2015"
131.758630690072,222847.20912672,1118.86189291496,1790.08066715649,0,1,546797.406547627,17460.4036719985,"9/21/2015"
143.328345572948,114379.57297968,1290.06629757022,1615.51499309663,0,2,669226.015478206,17684.831669189,"9/22/2015"
118.081512601348,202490.672780946,1141.98256632395,2258.80006296441,0,3,614899.350273269,18704.4448808235,"9/23/2015"
74.9150740925688,126248.067063224,1109.30356504954,1630.95195511628,0,4,570375.214062369,15401.9995890522,"9/24/2015"
87.770471845055,64007.5729008855,1135.51615370787,1376.64562457842,0,5,503085.236204937,12463.8330032432,"9/25/2015"
59.6739085747628,92555.7061691665,874.527403815114,1156.39456557329,0,6,407829.968315124,10348.3830588777,"9/26/2015"
162.509000058053,204045.418231581,1128.96373307323,1454.86672673656,0,0,545850.705935213,14885.4224800714,"9/27/2015"
172.362845257949,202514.094137703,1196.99147946895,1399.52515393198,0,1,654768.528338463,17742.1684400705,"9/28/2015"
170.718918702891,158288.370299429,1120.78645887254,1327.98275909678,0,2,612598.075889994,19012.4106975599,"9/29/2015"
156.591298144194,157153.863663226,1104.84779195348,1920.213461034,0,3,571706.13370848,18959.4257221222,"9/30/2015"
143.634450573148,143325.976683561,1057.8452196531,1290.13120310723,0,4,591677.598431712,16468.9603345207,"10/1/2015"
109.077902952791,164948.649185914,917.40876768399,1119.49046302233,0,5,500668.696847588,12607.350536539,"10/2/2015"
90.8498438479379,174607.647714004,1125.42895665062,1093.78405181486,0,6,503572.711716278,12738.4850376752,"10/3/2015"
205.602682417771,451470.661054697,1553.65886122012,1408.05421653693,0,0,749774.746304586,17388.9043994989,"10/4/2015"
197.870543214423,317787.517935993,1358.1807054495,1357.14484513125,0,1,733611.911372409,19725.8522092598,"10/5/2015"
209.056303244084,254932.507144767,1414.40152341675,1311.00461980153,0,2,729591.96381017,19983.3976573084,"10/6/2015"
152.820400339225,269296.591158736,1226.06050414341,1589.3319496338,0,3,629026.277179834,18434.962524636,"10/7/2015"
154.527605053224,186997.032492293,1257.25857500013,1027.50656674756,0,4,552018.894627257,17402.9353823346,"10/8/2015"
137.151539937127,155855.221939392,875.078749503661,1143.52706074715,0,5,413056.077924801,14195.9409226663,"10/9/2015"
103.046176366042,135712.52512085,897.669397173077,2034.02935798788,0,6,374249.711813708,12007.5319587395,"10/10/2015"
199.591190395178,334118.841679077,1066.32939716324,2161.59079890135,0,0,577047.211110528,18477.8397076124,"10/11/2015"
215.744918413274,306300.396242893,1070.8881892751,1271.94704092056,0,1,588363.732281561,17319.8693544152,"10/12/2015"
193.824805227807,234507.550386484,1002.68238864876,1220.27550963801,0,2,543443.845109363,18031.3811423443,"10/13/2015"
238.866683977749,285723.052455439,1043.77254204408,1187.6185433547,0,3,560623.503109787,21015.8607944883,"10/14/2015"
222.00467551956,186663.985471364,1231.53238055133,1169.45947698781,0,4,632068.403595845,22637.3258335652,"10/15/2015"
166.682903561881,185392.933815045,1142.72472581379,1062.39687396318,0,5,551979.476650856,20238.7425994559,"10/16/2015"
109.600831718836,237258.316788491,836.458791527292,914.125681725796,0,6,440729.561238627,14600.0489428407,"10/17/2015"
264.503586647473,435214.965922867,1280.6388202091,1210.22969275424,0,0,654301.796077425,21869.1774200547,"10/18/2015"
195.459768968634,372454.445777541,1437.14168471636,1106.08702119696,0,1,683727.358800851,23060.888839977,"10/19/2015"
172.476250426588,340468.403760951,1239.48679733672,1142.53295643115,0,2,647331.385896475,23180.0529993796,"10/20/2015"
178.656924084853,434889.135203479,1351.94104090482,918.755581168737,0,3,714551.335136096,22630.3639926297,"10/21/2015"
152.749274952756,238832.104862272,1187.28124807477,1044.58117492369,0,4,669041.964976998,22794.8453114026,"10/22/2015"
135.440186569653,248766.296904989,942.881677949335,873.220305520575,0,5,616462.356720966,16997.4951491361,"10/23/2015"
137.496001150832,236160.820224638,886.02773261012,858.934291670425,0,6,444789.877918014,13926.4603440702,"10/24/2015"
264.426645594463,448285.732379181,1638.42605705513,1339.7363399266,0,0,708299.726100627,22708.5664703656,"10/25/2015"
202.807679124293,419804.103910788,1742.56388333016,1117.83371241326,0,1,1092278.67372981,24555.5495997793,"10/26/2015"
195.190916551044,405388.279271397,1702.43150506159,1084.90772595839,0,2,854911.236676342,24891.7913500345,"10/27/2015"
217.164044888993,472831.541191522,1853.03139962316,1152.63343085125,0,3,1045525.18153242,25986.0291095972,"10/28/2015"
177.997658504848,455544.709885069,1591.17583352863,1100.55793956129,0,4,926266.527867497,24103.3177513003,"10/29/2015"
167.293914636597,502906.918694388,865.618002898293,1018.75817463691,0,5,564539.461749203,27846.0359650302,"10/30/2015"
133.314039891958,449066.517456522,320.005742271058,897.568869771902,0,6,229213.34700558,27642.4126717475,"10/31/2015"
220.267535909917,394316.867713591,1483.28411865653,1403.35763045314,0,0,657456.890204153,42573.6969291028,"11/1/2015"
242.764902385999,280271.575826434,1554.51693114489,1288.21217732783,0,1,752044.839570341,51501.1030731061,"11/2/2015"
224.473611247726,378546.880006996,1482.44058650138,1289.29323773598,0,2,783075.336856791,43971.4528675635,"11/3/2015"
231.767645782675,366860.784999275,1381.70342054171,1238.15290696351,0,3,668207.540772862,40924.7919386264,"11/4/2015"
172.670508396532,373905.233669257,1517.64540995434,1192.7933154732,0,4,633820.871643408,43743.1676331775,"11/5/2015"
137.260628526472,452849.252270767,1125.80703148688,1114.17091976171,0,5,565904.777228161,40107.4785478033,"11/6/2015"
170.730726563931,263666.579714033,1019.72524644211,1026.84533457758,0,6,466750.09840111,30859.5943636011,"11/7/2015"
216.780981071922,416534.138025239,1285.08421765082,1384.00516419662,0,0,643078.279338182,50857.0462028645,"11/8/2015"
208.677090715966,395301.660331875,1560.69489631848,1372.46258680907,0,1,684355.723828908,54916.9983253654,"11/9/2015"
188.466533000045,380640.199345126,1453.13711987757,1784.29141861079,0,2,601784.587415325,53863.6160887679,"11/10/2015"
188.31799186999,382874.948859449,1457.79730615718,1446.27707003192,0,3,620041.501705322,52088.6363645962,"11/11/2015"
164.835443216842,316188.635850121,1304.17022904977,1587.35233198693,0,4,537853.488123692,47456.4089899367,"11/12/2015"
138.156307480973,293679.241690535,1085.36141870543,1196.97483319107,0,5,463909.409014072,37546.3486273074,"11/13/2015"
222.055371341575,274428.37042769,900.291592826322,1341.89892851457,0,6,416550.478698243,38317.9518006155,"11/14/2015"
364.892453765729,421850.485357652,1387.05744544361,6784.14277132046,0,0,694868.024631098,63112.1756648815,"11/15/2015"
260.451449841773,536126.406478069,1497.74729046843,3273.25928014554,0,1,818511.176611517,58979.3718777956,"11/16/2015"
278.369793520449,447271.107039923,1142.17773328526,2155.04589710911,0,2,752023.266771029,63219.127106925,"11/17/2015"
245.378433209611,601735.087389827,1221.4264279838,1963.6750288066,0,3,818860.507711862,70139.4098760214,"11/18/2015"
215.464820803539,434146.075405929,761.642809265014,1801.80304232226,0,4,551300.254878227,78219.9516850883,"11/19/2015"
196.395373396226,488282.618147977,1108.9552738738,2997.7768052103,0,5,763626.410085851,67332.6727150936,"11/20/2015"
176.14154438749,437858.305038214,1104.87055687467,1580.4168520954,0,6,699823.547686282,51852.2409449375,"11/21/2015"
386.190462796902,709427.557739519,1564.0958317819,5132.15448388793,0,0,956516.253894611,80234.536961934,"11/22/2015"
244.203080560267,554550.651842703,1603.28488016767,2215.87911612675,0,1,931286.974543034,73026.6570663661,"11/23/2015"
269.6128896415,595050.766815155,1838.07605293067,6787.88347838493,0,2,889297.953926131,69067.1702681405,"11/24/2015"
224.994559956109,701344.967669842,1735.35283387089,4845.16795663387,0,3,924445.258750153,70007.0238052787,"11/25/2015"
195.801834467892,1104065.4515331,1654.29894184615,3556.56081989997,0,4,783767.427348771,68216.1557715587,"11/26/2015"
166.657287556678,1029323.67513378,1029.5968240065,1812.27426664527,0,5,693121.893814067,53932.4241557201,"11/27/2015"
148.976865873858,975413.104083498,1117.82801611242,1628.01655994961,0,6,620423.673084104,52159.5103424975,"11/28/2015"
328.701883437671,1092546.69117196,2508.1422573687,3022.10360710351,0,0,983616.003438303,79594.5721345831,"11/29/2015"
248.189758562157,973432.658770274,1570.14043985764,2738.29790158337,0,1,659318.196334511,70305.1962408177,"11/30/2015"
17.5822894245386,874868.553824944,188.102232467569,1617.26703161495,0,2,232836.100916612,56838.6011065293,"12/1/2015"
152.366248400649,886808.02391779,157.09956617821,1331.09618177656,0,3,173557.285640854,58366.3991883088,"12/2/2015"
147.888904481661,1109562.10658581,146.671396795195,1118.60947463661,0,4,177145.009435146,52850.139251991,"12/3/2015"
98.5665283841081,895185.170787446,104.659745011711,1400.61537001892,0,5,143069.679143486,42261.4687151853,"12/4/2015"
80.4724773386493,833242.949364688,86.6061976351775,1127.67226592051,0,6,120690.667361376,38737.5652266626,"12/5/2015"
161.995676863939,1133296.02559365,116.519472752418,1257.1579651027,0,0,156387.659225163,63306.0418145944,"12/6/2015"
147.894983568694,884877.709376523,100.782913003489,1185.45027756391,0,1,175538.854774613,63534.464371653,"12/7/2015"
124.155150841991,22549.1102380725,108.134370032675,1125.15034221851,0,2,166620.508123331,51109.6187832522,"12/8/2015"
109.623205557698,18667.364180808,88.404084396176,1243.66045075108,0,3,155961.855755664,24270.8608138905,"12/9/2015"
120.869944244716,21613.4327807184,59.0321409277152,1213.86983512668,0,4,141312.924470648,22249.5788538918,"12/10/2015"
91.263278240338,8060.47321995068,62.9951184543315,906.004840709269,0,5,128686.031284279,18762.5448171668,"12/11/2015"
56.4147821525112,6804.45892583611,52.8155259562191,705.343952232599,0,6,115357.543134136,14064.5135962769,"12/12/2015"
134.795584156876,8078.58790714191,74.796963103977,985.803989296942,0,0,154790.695297674,19747.9933256446,"12/13/2015"
113.489684943389,24318.3528860756,631.381510402565,976.716914928704,0,1,416025.32172767,22937.2190082462,"12/14/2015"
95.4489329012576,13953.1664847057,1087.81785780718,808.284981929697,0,2,629081.492540316,21354.5579291406,"12/15/2015"
112.060288001783,15974.663486633,1128.21966963541,873.028730647638,0,3,616643.899545148,20831.7856938001,"12/16/2015"
71.6581509658135,15962.9960680568,957.03527940237,849.589814439137,0,4,583130.833582979,18688.3086484256,"12/17/2015"
69.6198751054704,27407.7767233812,840.571998177096,714.442353991279,0,5,457528.347395819,16047.5741185273,"12/18/2015"
46.1957495596725,28808.4085467148,746.913466280652,622.639339610934,0,6,431175.309704635,12685.3968400182,"12/19/2015"
98.8346879812889,27821.3518454219,1013.55334607128,813.770685149683,0,0,627069.675720839,15895.2811369525,"12/20/2015"
114.688173725083,136143.195979672,1113.92956825085,863.266879043076,0,1,565933.516893118,18839.8752546259,"12/21/2015"
95.7498628727626,152920.932186344,1161.40012603481,753.068627281324,0,2,594240.828308293,15301.3577338623,"12/22/2015"
44.8384510620963,269628.742583821,869.13267660141,653.602514572861,0,3,486356.185323375,12619.9571635727,"12/23/2015"
16.2995862085372,222111.168231789,664.795151088736,708.723545792373,1,4,317319.130845551,7367.56423792012,"12/24/2015"
26.3192464655265,282098.949429779,733.337058476266,488.23713153461,1,5,439888.958346916,10143.5617443483,"12/25/2015"
27.1399958313443,412962.535397254,795.698632219434,545.636200547684,1,6,440082.155695597,12583.8339748129,"12/26/2015"
76.2707554342458,302272.217112347,1222.3930067128,760.725802803924,0,0,609444.704107877,17646.5945859691,"12/27/2015"
177.854684412153,199039.615229868,1880.95273640337,6499.30895863683,0,1,885127.794225954,41066.8493085777,"12/28/2015"
237.099721389823,154090.196657083,1835.16414014134,3244.19554313428,0,2,794242.754969504,38384.7295507237,"12/29/2015"
228.989522049576,147745.656263446,1628.68805187307,1649.27629988864,0,3,747679.666888607,27639.4956985893,"12/30/2015"
158.166141744144,166978.294245632,1289.74574175645,914.442356187664,0,4,527934.46839157,16845.0667858304,"12/31/2015"
